Bill No,Doc. Date,Vou No,Bill Date,Party Name,State,City Name,Product Name (Overwrite),category,HSN Code,Packing,Qty,Purchase Rate,Purchase Amt,CGST Amount,SGST Amount,IGST Amount,Total Amount,Category
NHC05335,19-02-2021,  PW/884,19-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,NOSORE CREAM                  10 GM,,3004,10 GM,1008,8.25,8316,424.12,424.12,,9164.24,COUNTER
NHC05530,01-03-2021,  PW/933,01-03-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,NOSORE CREAM                  10 GM,,3004,10 GM,1008,8.25,8316,424.12,424.12,,9164.24,COUNTER
NHC05623,06-03-2021,  PW/984,06-03-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,NOSORE CREAM                  10 GM,,3004,10 GM,336,8.25,2772,141.37,141.37,,3054.74,COUNTER
NHC05713,12-03-2021,  PW/1034,12-03-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,NOSORE CREAM                  10 GM,,3004,10 GM,1872,8.25,15444,787.64,787.64,,17019.28,COUNTER
NHC03440,02-11-2020,  PW/47,02-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,RECOBAL PLUS INJ              2 ML,,3004,2 ML,200,6.5,1300,66.3,66.3,,1432.6,A TO Z
NHC03440,02-11-2020,  PW/47,02-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CALCINA D3 SACHET             1 GM,,30045090,1 GM,4000,5.25,21000,1071,1071,,23142,SUPPLEMENT
NHC03525,07-11-2020,  PW/100,07-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CALCINA D3 SACHET             1 GM,,30045090,1 GM,4000,5.25,21000,1071,1071,,23142,SUPPLEMENT
NHC03524,07-11-2020,  PW/101,07-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CALCINA D3 SACHET             1 GM,,30045090,1 GM,2000,5.25,10500,535.5,535.5,,11571,SUPPLEMENT
NHC03757,24-11-2020,  PW/174,24-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CALCINA D3 SACHET             1 GM,,30045090,1 GM,5000,5.25,26250,1338.75,1338.75,,28927.5,SUPPLEMENT
NHC04632,08-01-2021,  PW/524,08-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CALCINA D3 SACHET             1 GM,,30045090,1 GM,3550,5.25,18637.5,950.51,950.51,,20538.52,SUPPLEMENT
NHC04670,11-01-2021,  PW/541,11-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CALCINA D3 SACHET             1 GM,,30045090,1 GM,9000,5.25,47250,2409.75,2409.75,,52069.5,SUPPLEMENT
NHC04669,11-01-2021,  PW/542,11-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CALCINA D3 SACHET             1 GM,,30045090,1 GM,2450,5.25,12862.5,655.99,655.99,,14174.48,SUPPLEMENT
NHC03440,02-11-2020,  PW/47,02-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,ITCH RID 15GM                 15 GM,,30049029,15 GM,600,9.9,5940,302.94,302.94,,6545.88,COUNTER
NHC04004,04-12-2020,  PW/242,04-12-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,ITCH RID 15GM                 15 GM,,30049029,15 GM,1200,9.9,11880,605.88,605.88,,13091.76,COUNTER
NHC04328,23-12-2020,  PW/383,23-12-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,ITCH RID 15GM                 15 GM,,30049029,15 GM,1200,9.9,11880,605.88,605.88,,13091.76,COUNTER
NHC04633,08-01-2021,  PW/523,08-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,ITCH RID 15GM                 15 GM,,30049029,15 GM,1200,9.9,11880,605.88,605.88,,13091.76,COUNTER
NHC03440,02-11-2020,  PW/47,02-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CALCOL SUSP 200ML             200ML,,30049099,200ML,240,20.75,4980,253.98,253.98,,5487.96,SUPPLEMENT
NHC04328,23-12-2020,  PW/383,23-12-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CALCOL SUSP 200ML             200ML,,30049099,200ML,540,20.75,11205,571.46,571.46,,12347.92,SUPPLEMENT
NHC04647,11-01-2021,  PW/540,11-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CALCOL SUSP 200ML             200ML,,30049099,200ML,600,20.75,12450,634.95,634.95,,13719.9,SUPPLEMENT
NHC03440,02-11-2020,  PW/47,02-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLRICH SYP                   200ML,,21069099,200ML,480,26,12480,954.72,954.72,,14389.44,SUPPLEMENT
NHC03454,03-11-2020,  PW/65,04-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLRICH SYP                   200ML,,21069099,200ML,480,26,12480,954.72,954.72,,14389.44,SUPPLEMENT
NHC03823,26-11-2020,  PW/197,26-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLRICH SYP                   200ML,,21069099,200ML,102,26,2652,202.88,202.88,,3057.76,SUPPLEMENT
NHC04288,21-12-2020,  PW/367,21-12-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLRICH SYP                   200ML,,21069099,200ML,360,26,9360,716.04,716.04,,10792.08,SUPPLEMENT
NHC04328,23-12-2020,  PW/383,23-12-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLRICH SYP                   200ML,,21069099,200ML,480,26,12480,954.72,954.72,,14389.44,SUPPLEMENT
NHC04632,08-01-2021,  PW/524,08-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLRICH SYP                   200ML,,21069099,200ML,600,26,15600,1193.4,1193.4,,17986.8,SUPPLEMENT
NHC05120,09-02-2021,  PW/766,09-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLRICH SYP                   200ML,,21069099,200ML,480,26,12480,954.72,954.72,,14389.44,SUPPLEMENT
NHC05205,12-02-2021,  PW/801,12-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLRICH SYP                   200ML,,21069099,200ML,480,26,12480,954.72,954.72,,14389.44,SUPPLEMENT
NHCO5203,12-02-2021,  PW/802,12-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLRICH SYP                   200ML,,21069099,200ML,480,26,12480,954.72,954.72,,14389.44,SUPPLEMENT
NHC03440,02-11-2020,  PW/47,02-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLSKIN LOTION                100ML,,30049066,100ML,240,23.5,5640,287.64,287.64,,6215.28,A TO Z
NHC03454,03-11-2020,  PW/65,04-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLSKIN LOTION                100ML,,30049066,100ML,240,23.5,5640,287.64,287.64,,6215.28,A TO Z
NHC04531,01-01-2021,  PW/453,01-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLSKIN LOTION                100ML,,30049066,100ML,240,23.5,5640,287.64,287.64,,6215.28,A TO Z
NHC05298,18-02-2021,  PW/870,18-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLSKIN LOTION                100ML,,30049066,100ML,240,23.5,5640,287.64,287.64,,6215.28,A TO Z
NHC05530,01-03-2021,  PW/933,01-03-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLSKIN LOTION                100ML,,30049066,100ML,240,23.5,5640,287.64,287.64,,6215.28,A TO Z
NHC03441,02-11-2020,  PW/48,02-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,SERTACOR CREAM                10 GM,,30049029,10 GM,360,42,15120,771.12,771.12,,16662.24,ANTIFUNGAL
NHC04328,23-12-2020,  PW/383,23-12-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,SERTACOR CREAM                10 GM,,30049029,10 GM,360,42,15120,771.12,771.12,,16662.24,ANTIFUNGAL
NHC03441,02-11-2020,  PW/48,02-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,EUZYME PLUS SUSP              200ML,,21069099,200ML,240,22,5280,403.92,403.92,,6087.84,A TO Z
NHC04647,11-01-2021,  PW/540,11-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,EUZYME PLUS SUSP              200ML,,21069099,200ML,240,22,5280,403.92,403.92,,6087.84,A TO Z
NHC05205,12-02-2021,  PW/801,12-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,EUZYME PLUS SUSP              200ML,,21069099,200ML,300,22,6600,504.9,504.9,,7609.8,A TO Z
NHC05215,13-02-2021,  PW/807,13-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,EUZYME PLUS SUSP              200ML,,21069099,200ML,180,22,3960,302.94,302.94,,4565.88,A TO Z
NHC03441,02-11-2020,  PW/48,02-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,FNC 400 TAB                   1,,3004,1,1680,8.25,13860,706.86,706.86,,15273.72,ANTIFUNGAL
NHC03454,03-11-2020,  PW/65,04-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,FNC 400 TAB                   1,,3004,1,1680,8.25,13860,706.86,706.86,,15273.72,ANTIFUNGAL
NHC04327,23-12-2020,  PW/382,23-12-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,FNC 400 TAB                   1,,3004,1,1680,8.25,13860,706.86,706.86,,15273.72,ANTIFUNGAL
NHC04328,23-12-2020,  PW/383,23-12-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,FNC 400 TAB                   1,,3004,1,400,8.25,3300,168.3,168.3,,3636.6,ANTIFUNGAL
NHC04530,01-01-2021,  PW/455,01-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,FNC 400 TAB                   1,,3004,1,1680,8.25,13860,706.86,706.86,,15273.72,ANTIFUNGAL
NHC05132,10-02-2021,  PW/778,10-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,FNC 400 TAB                   1,,3004,1,1680,8.25,13860,706.86,706.86,,15273.72,ANTIFUNGAL
NHC05298,18-02-2021,  PW/870,18-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,FNC 400 TAB                   1,,3004,1,1680,8.25,13860,706.86,706.86,,15273.72,ANTIFUNGAL
NHC03441,02-11-2020,  PW/48,02-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CONSPAS-PLUS TAB              10 TAB,,30049099,10 TAB,1650,6.5,10725,546.98,546.98,,11818.96,A TO Z
NHC03454,03-11-2020,  PW/65,04-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CONSPAS-PLUS TAB              10 TAB,,30049099,10 TAB,2550,6.5,16575,845.33,845.33,,18265.66,A TO Z
NHC04531,01-01-2021,  PW/453,01-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CONSPAS-PLUS TAB              10 TAB,,30049099,10 TAB,1650,6.5,10725,546.98,546.98,,11818.96,A TO Z
NHC04990,01-02-2021,  PW/672,01-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CONSPAS-PLUS TAB              10 TAB,,30049099,10 TAB,1650,6.5,10725,546.98,546.98,,11818.96,A TO Z
NHC04991,01-02-2021,  PW/678,01-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CONSPAS-PLUS TAB              10 TAB,,30049099,10 TAB,1650,6.5,10725,546.98,546.98,,11818.96,A TO Z
NHC05205,12-02-2021,  PW/801,12-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CONSPAS-PLUS TAB              10 TAB,,30049099,10 TAB,1650,6.5,10725,546.98,546.98,,11818.96,A TO Z
NHCO5203,12-02-2021,  PW/802,12-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CONSPAS-PLUS TAB              10 TAB,,30049099,10 TAB,1650,6.5,10725,546.98,546.98,,11818.96,A TO Z
NHC03441,02-11-2020,  PW/48,02-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,BRUPAR SUSP.                  1,,30049061,1,200,11.5,2300,117.3,117.3,,2534.6,A TO Z
NHC04328,23-12-2020,  PW/383,23-12-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,BRUPAR SUSP.                  1,,30049061,1,200,11.5,2300,117.3,117.3,,2534.6,A TO Z
NHC04531,01-01-2021,  PW/453,01-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,BRUPAR SUSP.                  1,,30049061,1,400,11.5,4600,234.6,234.6,,5069.2,A TO Z
NHC04843,21-01-2021,  PW/618,22-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,BRUPAR SUSP.                  1,,30049061,1,400,11.5,4600,234.6,234.6,,5069.2,A TO Z
NHC04991,01-02-2021,  PW/678,01-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,BRUPAR SUSP.                  1,,30049061,1,300,11.5,3450,175.95,175.95,,3801.9,A TO Z
NHC05532,01-03-2021,  PW/934,01-03-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,BRUPAR SUSP.                  1,,30049061,1,400,11.5,4600,234.6,234.6,,5069.2,A TO Z
NHC05623,06-03-2021,  PW/984,06-03-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,BRUPAR SUSP.                  1,,30049061,1,200,11.5,2300,117.3,117.3,,2534.6,A TO Z
NHC03442,02-11-2020,  PW/46,02-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,PIMET-20 GM                   20GM,,30049099,20GM,576,14.25,8208,418.61,418.61,,9045.22,A TO Z
NHC04179,14-12-2020,  PW/318,14-12-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,PIMET-20 GM                   20GM,,30049099,20GM,1152,14.25,16416,837.22,837.22,,18090.44,A TO Z
NHC04332,23-12-2020,  PW/384,23-12-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,PIMET-20 GM                   20GM,,30049099,20GM,551,14.25,7851.75,400.44,400.44,,8652.63,A TO Z
NHC04377,25-12-2020,  PW/409,25-12-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,PIMET-20 GM                   20GM,,30049099,20GM,576,14.25,8208,418.61,418.61,,9045.22,A TO Z
NHC04532,01-01-2021,  PW/454,01-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,PIMET-20 GM                   20GM,,30049099,20GM,1152,14.25,16416,837.22,837.22,,18090.44,A TO Z
NHC04844,22-01-2021,  PW/617,22-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,PIMET-20 GM                   20GM,,30049099,20GM,576,14.25,8208,418.61,418.61,,9045.22,A TO Z
NHC04906,27-01-2021,  PW/662,27-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,PIMET-20 GM                   20GM,,30049099,20GM,576,14.25,8208,418.61,418.61,,9045.22,A TO Z
NHC05146,10-02-2021,  PW/775,10-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,PIMET-20 GM                   20GM,,30049099,20GM,2304,14.25,32832,1674.43,1674.43,,36180.86,A TO Z
NHC05531,01-03-2021,  PW/932,01-03-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,PIMET-20 GM                   20GM,,30049099,20GM,1152,14.25,16416,837.22,837.22,,18090.44,A TO Z
NHC05557,03-03-2021,  PW/953,03-03-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,PIMET-20 GM                   20GM,,30049099,20GM,1152,14.25,16416,837.22,837.22,,18090.44,A TO Z
NHC03453,03-11-2020,  PW/55,03-11-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,MINOXIDIL LOTION 5%           60ML,,30049077,60ML,48,130,6240,318.24,318.24,,6876.48,A TO Z
NHC04392,26-12-2020,  PW/420,26-12-2020,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,MINOXIDIL LOTION 5%           60ML,,30049077,60ML,48,130,6240,318.24,318.24,,6876.48,A TO Z
NHC04530,01-01-2021,  PW/455,01-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,MINOXIDIL LOTION 5%           60ML,,30049077,60ML,48,130,6240,318.24,318.24,,6876.48,A TO Z
NHC04797,19-01-2021,  PW/604,19-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,MINOXIDIL LOTION 5%           60ML,,30049077,60ML,60,130,7800,397.8,397.8,,8595.6,A TO Z
NHC05318,19-02-2021,  PW/881,19-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,MINOXIDIL LOTION 5%           60ML,,30049077,60ML,120,130,15600,795.6,795.6,,17191.2,A TO Z
NHC05335,19-02-2021,  PW/884,19-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,MINOXIDIL LOTION 5%           60ML,,30049077,60ML,120,130,15600,795.6,795.6,,17191.2,A TO Z
NHC05713,12-03-2021,  PW/1034,12-03-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,MINOXIDIL LOTION 5%           60ML,,30049077,60ML,60,130,7800,397.8,397.8,,8595.6,A TO Z
MP-01072,03-11-2020,  PW/56,03-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,QTIMAX-50SR TAB               10 TAB,,3004,10 TAB,1440,10.76,15494.4,929.66,929.66,,17353.72,A TO Z
MP-01666,13-02-2021,  PW/813,15-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,QTIMAX-50SR TAB               10 TAB,,3004,10 TAB,300,10.76,3228,193.68,193.68,,3615.36,A TO Z
MP-01072,03-11-2020,  PW/56,03-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,SILOFORD-8D TAB               10 TAB,,3004,10 TAB,400,52.5,21000,1260,1260,,23520,A TO Z
MP-01289,14-12-2020,  PW/317,14-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,SILOFORD-8D TAB               10 TAB,,3004,10 TAB,990,52.5,51975,3118.5,3118.5,,58212,A TO Z
MP-01594,04-02-2021,  PW/726,04-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,SILOFORD-8D TAB               10 TAB,,3004,10 TAB,990,52.5,51975,3118.5,3118.5,,58212,A TO Z
MP-01075,03-11-2020,  PW/57,03-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,DUPAMAC 100ML                 100ML,,3004,100ML,480,36.5,17520,438,438,,18396,A TO Z
MP-01103,06-11-2020,  PW/92,07-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,DUPAMAC 100ML                 100ML,,3004,100ML,480,36.5,17520,438,438,,18396,A TO Z
MP-01480,14-01-2021,  PW/578,15-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,DUPAMAC 100ML                 100ML,,3004,100ML,720,36.5,26280,657,657,,27594,A TO Z
MP-01493,16-01-2021,  PW/589,16-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,DUPAMAC 100ML                 100ML,,3004,100ML,480,36.5,17520,438,438,,18396,A TO Z
MP-01075,03-11-2020,  PW/57,03-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ETON TAB                      100 TAB,,3004,100 TAB,1280,39,49920,2995.2,2995.2,,55910.4,A TO Z
MP-01103,06-11-2020,  PW/92,07-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ETON TAB                      100 TAB,,3004,100 TAB,640,39,24960,1497.6,1497.6,,27955.2,A TO Z
MP-01503,19-01-2021,  PW/602,19-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ETON TAB                      100 TAB,,3004,100 TAB,320,39,12480,748.8,748.8,,13977.6,A TO Z
MP-01594,04-02-2021,  PW/726,04-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ETON TAB                      100 TAB,,3004,100 TAB,1280,39,49920,2995.2,2995.2,,55910.4,A TO Z
MP-01700,18-02-2021,  PW/871,18-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ETON TAB                      100 TAB,,3004,100 TAB,480,39,18720,1123.2,1123.2,,20966.4,A TO Z
MP-01075,03-11-2020,  PW/57,03-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS SF SUSP                100ML,,3004,100ML,71,14.5,1029.5,61.77,61.77,,1153.04,A TO Z
MP-01075,03-11-2020,  PW/57,03-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS SF SUSP                100ML,,3004,100ML,692,14.5,10034,602.04,602.04,,11238.08,A TO Z
MP-01075,03-11-2020,  PW/57,03-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS SF SUSP                100ML,,3004,100ML,480,14.5,6960,417.6,417.6,,7795.2,A TO Z
MP-01103,06-11-2020,  PW/92,07-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS SF SUSP                100ML,,3004,100ML,1200,14.5,17400,1044,1044,,19488,A TO Z
MP-01192,26-11-2020,  PW/192,26-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS SF SUSP                100ML,,3004,100ML,1200,14.5,17400,1044,1044,,19488,A TO Z
MP-01256,08-12-2020,  PW/268,08-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS SF SUSP                100ML,,3004,100ML,1200,14.5,17400,1044,1044,,19488,A TO Z
MP-01321,18-12-2020,  PW/355,18-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS SF SUSP                100ML,,3004,100ML,960,14.5,13920,835.2,835.2,,15590.4,A TO Z
MP-01449,09-01-2021,  PW/532,09-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS SF SUSP                100ML,,3004,100ML,1200,14.5,17400,1044,1044,,19488,A TO Z
MP-01448,09-01-2021,  PW/533,09-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS SF SUSP                100ML,,3004,100ML,1200,14.5,17400,1044,1044,,19488,A TO Z
MP-01580,03-02-2021,  PW/701,03-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS SF SUSP                100ML,,3004,100ML,1200,14.5,17400,1044,1044,,19488,A TO Z
MP-01615,08-02-2021,  PW/750,08-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS SF SUSP                100ML,,3004,100ML,1200,14.5,17400,1044,1044,,19488,A TO Z
MP-01730,24-02-2021,  PW/910,24-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS SF SUSP                100ML,,3004,100ML,1200,14.5,17400,1044,1044,,19488,A TO Z
MP-01786,04-03-2021,  PW/970,05-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS SF SUSP                100ML,,3004,100ML,840,14.5,12180,730.8,730.8,,13641.6,A TO Z
MP-01075,03-11-2020,  PW/57,03-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS-BR SYP                 100ML,,3004,100ML,1200,11.5,13800,828,828,,15456,A TO Z
MP-01256,08-12-2020,  PW/268,08-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS-BR SYP                 100ML,,3004,100ML,600,11.5,6900,414,414,,7728,A TO Z
MP-01321,18-12-2020,  PW/355,18-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS-BR SYP                 100ML,,3004,100ML,1200,11.5,13800,828,828,,15456,A TO Z
MP-01374,28-12-2020,  PW/427,28-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS-BR SYP                 100ML,,3004,100ML,600,11.5,6900,414,414,,7728,A TO Z
MP-01444,08-01-2021,  PW/528,08-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS-BR SYP                 100ML,,3004,100ML,600,11.5,6900,414,414,,7728,A TO Z
MP-01503,19-01-2021,  PW/602,19-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS-BR SYP                 100ML,,3004,100ML,1200,11.5,13800,828,828,,15456,A TO Z
MP-01568,02-02-2021,  PW/683,02-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS-BR SYP                 100ML,,3004,100ML,1200,11.5,13800,828,828,,15456,A TO Z
MP-01786,04-03-2021,  PW/970,05-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,KOFROS-BR SYP                 100ML,,3004,100ML,1200,11.5,13800,828,828,,15456,A TO Z
MP-01075,03-11-2020,  PW/57,03-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,NICOROS 2 TAB                 10 TAB,,3004,10 TAB,1440,15.22,21916.8,1315.01,1315.01,,24546.82,A TO Z
MP-01500,18-01-2021,  PW/595,18-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,NICOROS 2 TAB                 10 TAB,,3004,10 TAB,1200,15.22,18264,1095.84,1095.84,,20455.68,A TO Z
MP-01591,04-02-2021,  PW/713,04-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,NICOROS 2 TAB                 10 TAB,,3004,10 TAB,1440,15.22,21916.8,1315.01,1315.01,,24546.82,A TO Z
MP-01082,03-11-2020,  PW/58,03-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ROSUSURE-AP                   10 CAP,,3004,10 CAP,9000,19.8,178200,10692,10692,,199584,CARDIAC
MP-01081,03-11-2020,  PW/59,03-11-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ROSUSURE-AP                   10 CAP,,3004,10 CAP,9000,19.8,178200,10692,10692,,199584,CARDIAC
MP-01224,02-12-2020,  PW/219,02-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ROSUSURE-AP                   10 CAP,,3004,10 CAP,9960,19.8,197208,11832.48,11832.48,,220872.96,CARDIAC
MP-01233,03-12-2020,  PW/229,03-12-2020,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ROSUSURE-AP                   10 CAP,,3004,10 CAP,8100,19.8,160380,9622.8,9622.8,,179625.6,CARDIAC
